Index,brand,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,car_age,horsepower,engine_size,cylinder_count
3867,GMC,16919,Diesel,Automatic,Black,Black,Accident reported,Yes,73000,3,445.0,6.6,8.0
3792,Ford,110000,Gasoline,Automatic,White,Grey,Accident reported,Yes,8500,20,148.0,3.0,6.0
2627,Chevrolet,92728,Gasoline,Automatic,White,Black,None reported,Yes,34900,7,355.0,5.3,8.0
3186,BMW,15000,Gasoline,Unknown,White,Brown,None reported,Yes,39995,3,248.0,2.0,4.0
1398,Genesis,57500,Gasoline,Automatic,Red,Black,None reported,Yes,32990,5,365.0,3.3,6.0
3435,Ford,16478,Gasoline,Manual,White,Black,None reported,Yes,66400,11,650.0,5.8,8.0
1910,Lexus,490,Gasoline,Automatic,Black,Black,None reported,Yes,124999,1,409.0,3.4,6.0
1736,BMW,126000,Gasoline,Automatic,Black,Black,Accident reported,Yes,12700,12,326.0,3.0,6.0
2018,Dodge,10800,Gasoline,Manual,Silver,Black,None reported,Yes,65499,21,500.0,8.3,10.0
3109,Tesla,500,,Automatic,White,Black,None reported,Yes,45900,2,425.0,,
370,Chevrolet,144000,Gasoline,Automatic,White,Grey,None reported,Yes,22000,16,323.0,6.0,8.0
2815,Lexus,164500,Gasoline,Automatic,White,Black,Accident reported,Yes,16500,11,270.0,3.5,6.0
1714,Lexus,15324,Gasoline,Automatic,Black,Black,Accident reported,,33364,4,,3.5,
3578,Porsche,23600,Gasoline,Manual,Red,Black,None reported,Yes,132900,9,430.0,3.8,6.0
1672,GMC,26470,Gasoline,Automatic,White,Black,None reported,Yes,29900,4,,1.5,
3647,Tesla,20500,,Automatic,Grey,Black,None reported,Yes,46500,2,425.0,,
141,Nissan,67800,Gasoline,Automatic,Silver,Black,Accident reported,Yes,36500,3,400.0,5.6,8.0
3364,Land,19813,Gasoline,Automatic,Silver,Other,None reported,Yes,51900,5,380.0,3.0,6.0
491,Chrysler,63000,Unknown,Automatic,White,Other,None reported,Yes,20000,7,,,
198,Chevrolet,52000,Gasoline,Automatic,White,Black,None reported,Yes,35800,4,310.0,3.6,6.0
1795,BMW,127273,Gasoline,Manual,Silver,Black,None reported,Yes,15000,21,333.0,3.2,6.0
2010,Porsche,28470,Gasoline,Unknown,White,Black,Accident reported,Yes,147500,6,540.0,3.8,6.0
2953,Chevrolet,39000,Gasoline,Automatic,Yellow,Black,None reported,Yes,31500,7,455.0,6.2,8.0
2387,BMW,33500,Gasoline,Automatic,Grey,Black,None reported,Yes,71000,3,503.0,3.0,6.0
195,Ford,26500,Gasoline,Automatic,White,Other,None reported,Yes,65900,2,440.0,3.5,6.0
874,BMW,9000,Hybrid,Automatic,White,Red,None reported,Yes,56900,2,382.0,3.0,6.0
2446,Jeep,74139,Gasoline,Manual,Red,Black,None reported,Yes,23000,8,285.0,3.6,6.0
3786,Ford,20678,Gasoline,Automatic,Red,Black,None reported,Yes,46000,2,300.0,2.3,4.0
840,Toyota,91000,Gasoline,Automatic,Black,Brown,None reported,Yes,68500,8,381.0,5.7,8.0
581,Hyundai,13044,Hybrid,Automatic,Blue,Grey,Accident reported,Yes,24999,2,139.0,1.6,4.0
3013,Jaguar,101453,Gasoline,Automatic,White,Other,Accident reported,Yes,18500,7,340.0,3.0,6.0
905,Mercedes-Benz,45791,Gasoline,Automatic,Grey,Grey,None reported,Yes,52000,6,463.0,4.0,8.0
631,Kia,14950,Gasoline,Automatic,Silver,Grey,Accident reported,Yes,24000,2,147.0,2.0,4.0
2034,Jeep,20472,Gasoline,Automatic,Red,Black,None reported,,28298,2,,2.4,
162,Cadillac,49620,Gasoline,Automatic,White,Grey,None reported,Yes,10499,14,275.0,4.6,8.0
2632,Audi,6682,Hybrid,Automatic,Black,Grey,None reported,,47798,1,,,
1289,Porsche,155000,Gasoline,Manual,Black,Black,None reported,Yes,55000,21,415.0,3.6,6.0
2364,Porsche,90000,Gasoline,Manual,Silver,Black,,,24000,21,315.0,3.6,6.0
2669,Mercedes-Benz,58800,Gasoline,Automatic,Silver,Black,None reported,Yes,9000,23,190.0,2.3,4.0
925,Dodge,2750,Gasoline,Automatic,Orange,Black,None reported,Yes,104500,4,797.0,6.2,8.0
1839,BMW,75500,Gasoline,Automatic,White,Black,None reported,Yes,12975,13,300.0,3.0,6.0
547,Porsche,138202,Gasoline,Manual,Silver,Black,Accident reported,Yes,22550,21,,3.2,
2123,Nissan,167000,Gasoline,Automatic,Black,Other,,,14500,6,284.0,3.5,6.0
1288,Maserati,28000,Gasoline,Automatic,White,Red,None reported,Yes,44999,9,444.0,4.7,8.0
2886,Honda,170000,Gasoline,Automatic,Black,Other,None reported,Yes,7700,17,244.0,3.5,6.0
2103,Volvo,94000,Unknown,Automatic,White,Black,None reported,Yes,4500,29,,,
611,Nissan,84200,Gasoline,Manual,Silver,Grey,None reported,Yes,10200,18,300.0,3.5,6.0
3622,Ford,1295,Gasoline,Manual,Silver,Black,None reported,Yes,49990,12,444.0,5.0,8.0
3670,Cadillac,64800,Gasoline,Automatic,Black,Black,,,24700,16,443.0,4.4,8.0
1514,Lamborghini,16876,Gasoline,Automatic,Grey,Brown,None reported,,209900,5,,4.0,
1876,Dodge,256000,Gasoline,Automatic,Black,Grey,None reported,Yes,4000,18,,4.7,8.0
742,Acura,123000,Gasoline,Unknown,Black,Black,Accident reported,Yes,13888,14,300.0,3.7,6.0
637,Jaguar,71290,Gasoline,Automatic,Brown,Black,Accident reported,Yes,21000,9,340.0,3.0,6.0
2287,INFINITI,130921,Gasoline,Unknown,White,Other,None reported,Yes,12000,13,400.0,5.6,8.0
2022,BMW,98000,Gasoline,Unknown,Black,Orange,None reported,Yes,32999,9,425.0,3.0,6.0
3794,Ford,39000,Gasoline,Automatic,Black,Other,,,22000,20,280.0,3.9,8.0
1097,GMC,76296,Gasoline,Automatic,Grey,Black,Accident reported,Yes,9500,9,182.0,2.4,4.0
1490,GMC,183544,Gasoline,Automatic,Black,Black,Accident reported,Yes,22000,8,355.0,5.3,8.0
48,Toyota,89148,Gasoline,Automatic,Black,Black,None reported,Yes,17500,8,268.0,3.5,6.0
3030,Subaru,181870,Gasoline,Automatic,Black,Black,None reported,Yes,6500,15,169.0,2.5,4.0
921,Ford,147191,Gasoline,Automatic,Blue,Black,Accident reported,Yes,12990,11,305.0,3.7,6.0
3571,Ford,64957,Gasoline,Automatic,Black,Other,None reported,Yes,39979,3,,3.0,
756,Ford,23842,Gasoline,Automatic,Grey,Other,None reported,Yes,59203,3,,3.5,
2942,Nissan,90000,Gasoline,Manual,White,Green,Accident reported,Yes,12000,17,306.0,3.5,6.0
3987,BMW,92984,Gasoline,Unknown,White,Other,Accident reported,Yes,17000,9,240.0,2.0,4.0
1474,Acura,184421,Gasoline,Automatic,Grey,Black,None reported,Yes,5000,16,300.0,3.7,6.0
3860,Chevrolet,500,Gasoline,Automatic,White,Black,Accident reported,Yes,37000,9,355.0,5.3,8.0
2177,Land,3000,Gasoline,Automatic,Black,Black,None reported,Yes,96500,2,518.0,5.0,8.0
1971,Jeep,98658,Gasoline,Automatic,White,Grey,None reported,Yes,14995,13,360.0,5.7,8.0
2823,Ford,102000,Gasoline,Automatic,White,Black,None reported,Yes,23000,11,365.0,3.5,6.0
1954,Tesla,26609,,Automatic,Grey,Other,None reported,,36998,6,,,
1220,GMC,47589,Gasoline,Automatic,Black,Black,None reported,Yes,45500,7,355.0,5.3,8.0
2442,Hyundai,45815,Gasoline,Unknown,Silver,Black,None reported,Yes,37700,4,291.0,3.8,6.0
2540,RAM,27839,Gasoline,Automatic,Other,Black,None reported,Yes,41688,6,,6.4,
1292,BMW,177700,Gasoline,Automatic,Silver,Black,None reported,Yes,2500,24,170.0,2.5,6.0
2789,RAM,87768,Hybrid,Automatic,Silver,Black,None reported,Yes,44000,5,395.0,5.7,8.0
1538,Lexus,123000,Gasoline,Automatic,Red,Black,Accident reported,Yes,18000,10,306.0,3.5,6.0
1070,RAM,36757,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,31953,5,,3.6,
3690,GMC,124000,Gasoline,Automatic,Grey,Other,Accident reported,Yes,32000,7,420.0,6.2,8.0
3200,Mercedes-Benz,99200,Gasoline,Automatic,Black,Black,None reported,Yes,11900,13,268.0,3.5,6.0
3055,Pontiac,47000,Gasoline,Manual,Black,Black,None reported,Yes,13300,17,260.0,2.0,4.0
3612,Audi,181000,Gasoline,Automatic,White,Black,None reported,Yes,5500,13,211.0,2.0,4.0
1721,Ford,42728,Gasoline,Unknown,Black,Brown,None reported,Yes,45950,5,450.0,3.5,6.0
3703,Mercedes-Benz,102000,Gasoline,Automatic,Black,Black,None reported,Yes,17000,9,241.0,2.0,4.0
1862,Nissan,31150,Gasoline,Unknown,Orange,Black,None reported,Yes,113000,7,565.0,3.8,6.0
1803,Lexus,119850,Gasoline,Automatic,White,Other,None reported,Yes,19000,8,268.0,3.5,6.0
3095,Ford,87501,E85 Flex Fuel,Automatic,White,Grey,Accident reported,Yes,17777,11,225.0,4.6,8.0
2378,Audi,33000,Hybrid,Automatic,Black,Black,None reported,Yes,40000,3,248.0,2.0,4.0
2268,Mercedes-Benz,63000,Gasoline,Automatic,Silver,Black,None reported,Yes,28500,10,402.0,4.7,8.0
3480,Lexus,75000,Gasoline,Automatic,White,Other,Accident reported,Yes,38095,6,301.0,4.6,8.0
1558,Lexus,148000,Gasoline,Automatic,Grey,Black,Accident reported,Yes,10000,11,204.0,2.5,6.0
1747,RAM,41789,Gasoline,Automatic,Green,Black,Accident reported,Yes,42500,7,395.0,5.7,8.0
1295,Nissan,65000,Gasoline,Manual,Grey,Black,None reported,Yes,21500,12,332.0,3.7,6.0
3143,Jeep,166000,E85 Flex Fuel,Automatic,White,Grey,Accident reported,Yes,13000,12,290.0,3.6,6.0
2383,Lotus,9100,Gasoline,Manual,Black,White,None reported,Yes,55000,14,276.0,3.5,6.0
2769,Cadillac,123000,Gasoline,Manual,Black,Black,None reported,Yes,15000,18,400.0,6.0,8.0
867,BMW,45090,Hybrid,Automatic,Grey,Black,Accident reported,Yes,30750,6,313.0,2.0,4.0
926,Porsche,40800,Gasoline,Automatic,Brown,Other,None reported,Yes,35500,11,265.0,2.7,6.0
3038,Mercedes-Benz,17340,Gasoline,Automatic,White,Black,None reported,Yes,29000,8,208.0,2.0,4.0
997,Audi,14750,Hybrid,Unknown,Silver,Black,None reported,Yes,61059,3,335.0,3.0,6.0
3028,Porsche,80300,Gasoline,Automatic,Grey,Other,None reported,Yes,23999,9,340.0,3.0,6.0
3811,Jeep,7102,Gasoline,Automatic,White,Black,None reported,Yes,40995,1,,2.0,
1132,Nissan,42833,Gasoline,Unknown,Blue,Grey,None reported,Yes,37000,6,390.0,5.6,8.0
1861,Mercedes-Benz,10483,Gasoline,Automatic,Grey,Black,None reported,,60998,3,,,
2899,Porsche,2925,Gasoline,Automatic,White,Black,None reported,Yes,73300,1,,2.0,
210,Mercedes-Benz,115000,Gasoline,Unknown,Black,Black,Accident reported,Yes,36000,11,429.0,4.6,8.0
1764,Buick,87555,Gasoline,Automatic,Blue,Other,Accident reported,Yes,31650,4,,3.6,
59,Acura,97700,Gasoline,Unknown,Blue,Other,None reported,Yes,10995,14,300.0,3.7,6.0
1741,Hyundai,71669,Gasoline,Automatic,Blue,Black,None reported,Yes,20000,6,240.0,2.0,4.0
2821,Porsche,132800,Gasoline,Manual,Red,Other,,,8500,27,201.0,2.5,6.0
3906,Tesla,25000,,Automatic,Blue,Black,None reported,Yes,49995,4,425.0,,
2666,Toyota,68575,Gasoline,Automatic,Silver,Grey,Accident reported,Yes,26000,9,270.0,3.5,6.0
765,Audi,126000,Gasoline,Unknown,Grey,Black,,,13850,21,360.0,4.2,8.0
2375,Ford,245000,Diesel,Automatic,Black,Other,Accident reported,Yes,17999,21,325.0,6.0,8.0
3139,Lincoln,39000,Gasoline,Automatic,Black,Black,None reported,Yes,51999,5,450.0,3.5,6.0
1078,Genesis,2121,Gasoline,Automatic,White,Red,None reported,Yes,40750,1,252.0,2.0,4.0
2985,Ferrari,31000,Gasoline,Automatic,White,Red,None reported,Yes,197499,6,602.0,3.9,8.0
1502,Cadillac,56860,Gasoline,Automatic,White,Other,Accident reported,Yes,21995,11,,3.6,
3985,Honda,82500,Gasoline,Automatic,Silver,Grey,None reported,Yes,15000,10,143.0,1.8,4.0
2073,Lamborghini,20069,Gasoline,Automatic,Other,Other,None reported,,229900,3,,4.0,
582,Kia,100730,Gasoline,Automatic,Gold,Gold,None reported,Yes,6975,15,173.0,2.7,6.0
1902,Mercedes-Benz,9006,Gasoline,Automatic,Black,Black,None reported,Yes,56999,2,255.0,2.0,4.0
2935,MINI,45000,Gasoline,Manual,Yellow,Black,None reported,Yes,7900,17,172.0,1.6,4.0
1424,Audi,153000,Gasoline,Automatic,Grey,Other,None reported,Yes,8700,15,265.0,3.2,6.0
940,BMW,20500,Gasoline,Unknown,Blue,Black,None reported,Yes,67900,5,560.0,4.4,8.0
1080,Mercedes-Benz,22000,Gasoline,Automatic,White,Other,None reported,Yes,69500,4,463.0,4.0,8.0
187,Audi,60000,Gasoline,Unknown,Black,Black,Accident reported,Yes,24700,8,354.0,3.0,6.0
3537,Mercedes-Benz,23567,Gasoline,Unknown,White,Black,Accident reported,Yes,215000,7,416.0,4.0,8.0
2794,FIAT,85458,Gasoline,Automatic,White,Other,None reported,Yes,9000,11,101.0,1.4,4.0
2684,Jeep,91677,Gasoline,Automatic,Other,Black,None reported,,26816,6,,3.6,
1422,Porsche,26021,Gasoline,Manual,Silver,Grey,None reported,Yes,53999,17,325.0,3.6,6.0
3828,Porsche,16741,Gasoline,Automatic,Green,Black,None reported,Yes,112500,4,379.0,3.0,6.0
1501,INFINITI,130000,Gasoline,Automatic,Other,Other,None reported,Yes,7500,20,260.0,3.5,6.0
3515,Toyota,63990,Gasoline,Automatic,White,Grey,Accident reported,Yes,48000,6,381.0,5.7,8.0
226,Mercedes-Benz,41000,Gasoline,Unknown,Grey,Black,None reported,Yes,108900,6,563.0,5.5,8.0
2819,Subaru,116000,Gasoline,Automatic,Blue,Other,Accident reported,Yes,12500,11,173.0,2.5,4.0
535,Aston,25025,Gasoline,Automatic,White,Black,Accident reported,Yes,39000,16,380.0,4.3,8.0
3193,Tesla,94100,,Automatic,Black,Orange,Accident reported,Yes,49900,7,518.0,,
3224,Ford,13856,,Automatic,White,Black,None reported,Yes,54000,2,480.0,,
2787,Saturn,115000,Hybrid,Automatic,Blue,Other,None reported,Yes,4400,15,172.0,2.4,4.0
697,Toyota,108000,Gasoline,Automatic,Other,Grey,None reported,Yes,7850,19,160.0,2.4,4.0
1537,Acura,193783,Gasoline,Automatic,Black,Black,Accident reported,Yes,10000,16,258.0,3.2,6.0
3865,Alfa,28644,Gasoline,Automatic,Black,Black,,,41500,6,505.0,2.9,6.0
1784,Ford,77107,Gasoline,Automatic,Black,Black,,,39995,3,,3.5,
3633,INFINITI,26520,Gasoline,Automatic,Blue,Brown,Accident reported,Yes,64000,2,400.0,5.6,8.0
1964,Nissan,72500,Gasoline,Manual,Brown,Black,None reported,Yes,6750,14,122.0,1.8,4.0
1037,Land,46891,Gasoline,Automatic,Grey,Black,Accident reported,Yes,31000,4,246.0,2.0,4.0
208,Audi,11322,Gasoline,Automatic,Grey,Black,None reported,,119900,2,,4.0,
3103,Jeep,23588,Gasoline,Automatic,Other,Black,,,38633,3,,3.6,
565,Audi,103272,Gasoline,Automatic,Black,Brown,None reported,Yes,15500,12,310.0,3.0,6.0
313,Land,20927,Gasoline,Automatic,White,Other,None reported,,35998,4,,,
601,BMW,22655,Gasoline,Automatic,Silver,Black,None reported,Yes,63999,4,425.0,3.0,6.0
233,Land,114287,Gasoline,Automatic,Black,Black,None reported,Yes,9900,16,400.0,4.2,8.0
3953,Ford,111700,E85 Flex Fuel,Automatic,White,Other,None reported,Yes,15500,8,169.0,2.5,4.0
931,Mercedes-Benz,41515,Gasoline,Automatic,Black,Black,None reported,Yes,28251,6,,2.0,
3229,Hyundai,56837,Gasoline,Unknown,Silver,Black,Accident reported,Yes,10500,11,132.0,1.6,4.0
1491,Ford,14900,Gasoline,Manual,Blue,Black,None reported,Yes,39000,8,350.0,2.3,4.0
111,Cadillac,44500,Gasoline,Automatic,Blue,White,None reported,Yes,28900,5,237.0,2.0,4.0
2356,Ford,94000,Gasoline,Automatic,White,Black,None reported,Yes,26000,7,325.0,2.7,6.0
1089,Chrysler,116320,Gasoline,Automatic,Grey,Red,Accident reported,Yes,6000,19,215.0,3.2,6.0
2750,BMW,67500,Gasoline,Automatic,White,Other,None reported,Yes,18000,13,230.0,3.0,6.0
2189,Jeep,47500,Gasoline,Automatic,Purple,Black,None reported,Yes,31000,4,293.0,3.6,6.0
2813,Porsche,46000,Gasoline,Unknown,Grey,Other,None reported,Yes,38000,8,400.0,3.6,6.0
2354,BMW,37100,Gasoline,Automatic,White,Black,Accident reported,Yes,26125,7,335.0,3.0,6.0
472,Rivian,2500,,Automatic,Grey,Grey,None reported,Yes,91000,1,835.0,,
2102,Tesla,61700,,Automatic,White,Black,None reported,Yes,25900,6,271.0,,
1578,Ford,2800,Gasoline,Manual,Black,Black,None reported,Yes,91000,5,526.0,5.2,8.0
1356,Lamborghini,6987,Gasoline,Unknown,Other,Other,None reported,Yes,749950,3,,6.5,
1392,Mercedes-Benz,199000,Gasoline,Automatic,Silver,Black,None reported,Yes,9250,13,268.0,3.5,6.0
2334,Mercedes-Benz,18069,Gasoline,Automatic,Black,Black,None reported,Yes,79999,8,523.0,6.0,12.0
3264,Toyota,48750,Gasoline,Manual,Brown,Silver,None reported,Yes,17900,15,159.0,2.7,4.0
361,Toyota,7000,Hybrid,Automatic,Orange,Other,None reported,Yes,75500,2,437.0,3.4,6.0
135,Land,153843,Gasoline,Automatic,Red,Other,Accident reported,Yes,9950,18,300.0,4.4,8.0
1134,Mercedes-Benz,106983,Unknown,Automatic,White,Grey,None reported,Yes,15300,31,,,
1151,BMW,5018,Gasoline,Automatic,Other,Black,None reported,,114998,2,,,
2475,Jaguar,44000,Gasoline,Automatic,Black,Black,None reported,Yes,29000,5,246.0,2.0,4.0
1053,Nissan,108206,Gasoline,Automatic,White,Other,Accident reported,,26498,6,,,
3388,Ford,52675,Gasoline,Manual,Black,Black,None reported,Yes,16995,23,260.0,4.6,8.0
22,BMW,25990,Gasoline,Automatic,White,Other,None reported,,38598,4,,,
3834,Ford,470,,Automatic,White,Grey,None reported,Yes,71900,2,563.0,,
2533,Porsche,16554,Gasoline,Automatic,White,Other,None reported,,51698,3,,,
3527,Acura,38000,Gasoline,Automatic,White,Black,None reported,Yes,21900,9,290.0,3.5,6.0
695,Genesis,2046,Gasoline,Automatic,Green,Grey,None reported,Yes,43499,1,252.0,2.0,4.0
420,McLaren,8700,Gasoline,Unknown,Black,Black,None reported,Yes,185000,4,562.0,3.8,8.0
2250,Tesla,27123,,Automatic,Red,Black,None reported,Yes,38200,5,425.0,,
460,Dodge,141209,Gasoline,Automatic,Black,Black,None reported,Yes,5700,20,345.0,5.7,8.0
1067,Lincoln,27600,Gasoline,Automatic,Black,White,None reported,Yes,14900,20,239.0,4.6,8.0
87,Mercedes-Benz,17900,Hybrid,Automatic,Black,Black,Accident reported,Yes,80000,4,362.0,3.0,6.0
282,INFINITI,70312,Gasoline,Automatic,Black,Black,None reported,Yes,19995,10,330.0,3.7,6.0
1340,Alfa,2000,Gasoline,Automatic,Blue,Brown,None reported,Yes,39000,3,280.0,2.0,4.0
1320,Audi,108000,Gasoline,Unknown,Black,Brown,None reported,Yes,19998,9,310.0,3.0,6.0
1414,Mercedes-Benz,110000,Diesel,Automatic,White,Grey,None reported,Yes,29000,9,188.0,3.0,6.0
3803,Mercedes-Benz,18815,Gasoline,Automatic,Black,Black,None reported,,61998,2,,,
3151,Tesla,10550,,Automatic,Grey,Black,None reported,Yes,67800,3,557.0,,
859,Lexus,178000,Gasoline,Automatic,Grey,Grey,Accident reported,Yes,4500,15,270.0,3.5,6.0
533,Ford,22985,Gasoline,Automatic,White,Grey,None reported,Yes,33500,2,169.0,2.5,4.0
3256,Mazda,61000,Gasoline,Unknown,Grey,Black,None reported,Yes,21800,6,187.0,2.5,4.0
2810,Jaguar,106000,Gasoline,Automatic,Brown,Other,Accident reported,Yes,9400,13,385.0,5.0,8.0
1426,Ford,170000,Gasoline,Automatic,Gold,Gold,None reported,Yes,8500,20,310.0,6.8,10.0
3127,Jeep,146000,Gasoline,Automatic,Red,Black,Accident reported,Yes,15900,19,190.0,4.0,6.0
3177,Mazda,19500,Gasoline,Unknown,White,Brown,None reported,Yes,32250,6,227.0,2.5,4.0
3322,BMW,117200,Gasoline,Automatic,Black,Black,None reported,Yes,15000,22,333.0,3.2,6.0
2757,Porsche,40950,Gasoline,Automatic,Black,Black,None reported,Yes,39750,6,340.0,3.0,6.0
3947,Lexus,125519,Hybrid,Automatic,Black,Black,Accident reported,Yes,16000,10,134.0,1.8,4.0
1600,BMW,135000,Gasoline,Automatic,Blue,Other,None reported,Yes,9999,13,300.0,3.0,6.0
1651,Ford,7661,,Automatic,White,Black,None reported,,49599,2,,,
1419,Dodge,114000,Gasoline,Automatic,White,Other,Accident reported,Yes,10700,21,345.0,5.7,8.0
3917,Volkswagen,159870,Gasoline,Automatic,White,Other,Accident reported,Yes,9750,12,170.0,2.5,5.0
1309,Mazda,33576,Gasoline,Manual,Red,Other,None reported,Yes,18900,12,167.0,2.0,4.0
942,BMW,35000,Gasoline,Automatic,Black,Black,None reported,Yes,18500,15,360.0,4.8,8.0
2258,BMW,53814,Gasoline,Automatic,Grey,Grey,,,11800,23,326.0,5.4,12.0
3852,Ford,28000,Gasoline,Automatic,Black,Black,None reported,Yes,53500,2,400.0,3.5,6.0
1859,BMW,15882,Gasoline,Automatic,Red,Silver,None reported,Yes,84995,2,503.0,3.0,6.0
2221,Chrysler,87500,Gasoline,Automatic,White,Other,None reported,Yes,13750,11,292.0,3.6,6.0
3923,Mercedes-Benz,33300,Gasoline,Automatic,White,Other,None reported,Yes,34500,16,382.0,5.5,8.0
121,Toyota,72348,Gasoline,Automatic,Red,Grey,Accident reported,Yes,9995,14,132.0,1.8,4.0
887,Mercedes-Benz,33300,Diesel,Automatic,White,Black,None reported,Yes,45000,3,188.0,3.0,6.0
3105,Jaguar,91491,Gasoline,Automatic,Blue,Other,None reported,Yes,7000,15,300.0,4.2,8.0
685,GMC,95000,Gasoline,Automatic,White,Grey,None reported,Yes,25000,28,290.0,7.4,8.0
1612,Subaru,112000,Gasoline,Automatic,Black,Other,None reported,Yes,9999,11,148.0,2.0,4.0
413,Land,38356,Gasoline,Automatic,Red,Other,None reported,,36598,4,,,
789,BMW,78500,Gasoline,Automatic,Red,Brown,Accident reported,Yes,42000,7,445.0,4.4,8.0
2195,Hyundai,92225,Gasoline,Automatic,Black,Black,Accident reported,Yes,17000,9,311.0,3.8,6.0
3955,Cadillac,150000,Gasoline,Automatic,White,Other,None reported,Yes,9999,17,403.0,6.2,8.0
1480,Land,92080,Gasoline,Automatic,Grey,Black,None reported,Yes,14500,12,240.0,2.0,4.0
3074,Chevrolet,41500,Gasoline,Manual,White,Black,None reported,Yes,66000,8,650.0,6.2,8.0
1728,Land,175000,Gasoline,Automatic,Black,Black,None reported,Yes,19500,9,340.0,3.0,6.0
2144,Nissan,27598,Gasoline,Automatic,Black,Black,None reported,,39884,3,,5.6,
272,Mercedes-Benz,80581,Gasoline,Unknown,Grey,Other,None reported,Yes,26000,10,402.0,4.7,8.0
2063,Rolls-Royce,79000,Gasoline,Automatic,Black,White,Accident reported,Yes,80300,13,563.0,6.6,12.0
521,BMW,79341,Gasoline,Automatic,Gold,Brown,None reported,Yes,16800,11,445.0,4.4,8.0
522,Land,220000,Gasoline,Automatic,White,Other,None reported,Yes,5750,17,300.0,4.4,8.0
2720,BMW,110000,Gasoline,Automatic,Black,Other,Accident reported,Yes,6000,13,230.0,3.0,6.0
3605,BMW,3950,Gasoline,Automatic,White,Blue,None reported,Yes,83500,1,503.0,3.0,6.0
350,Cadillac,110000,Gasoline,Automatic,Gold,Other,None reported,Yes,11000,10,272.0,2.0,4.0
1878,Chrysler,67303,Gasoline,Automatic,Blue,Blue,None reported,Yes,4900,16,173.0,2.4,4.0
2367,Audi,26500,Gasoline,Automatic,Grey,Black,Accident reported,Yes,38000,6,354.0,3.0,6.0
3115,Lexus,24364,Gasoline,Automatic,White,Other,None reported,,37998,3,,,
1553,BMW,26000,Gasoline,Unknown,Black,Black,None reported,Yes,37000,3,255.0,2.0,4.0
651,Toyota,29322,Gasoline,Automatic,Grey,Black,None reported,,44999,2,,3.4,
1456,Audi,6581,Gasoline,Automatic,Grey,Black,None reported,,59900,1,,3.0,
3451,Subaru,36844,Gasoline,Automatic,Grey,Black,Accident reported,,30427,4,,2.4,
3709,Ford,18000,,Automatic,Blue,Black,None reported,Yes,39499,3,266.0,,
2225,BMW,3213,Gasoline,Automatic,Black,Red,None reported,Yes,89995,2,503.0,3.0,6.0
1960,Mercedes-Benz,45000,Gasoline,Automatic,Black,Black,None reported,Yes,133000,4,416.0,4.0,8.0
2118,Lexus,53900,Gasoline,Automatic,Red,Other,None reported,Yes,27500,8,268.0,3.5,6.0
1940,Ford,85000,Diesel,Automatic,Black,Black,Accident reported,Yes,52500,5,450.0,6.7,8.0
168,GMC,27352,Gasoline,Automatic,White,Black,None reported,,27785,2,,1.5,
3715,Jeep,26315,Gasoline,Automatic,Black,Black,None reported,Yes,31871,4,,2.0,
962,Audi,7874,,Automatic,Grey,Other,None reported,,38999,5,,,
945,Kia,14676,Gasoline,Automatic,Other,Grey,None reported,,46787,2,,3.8,
462,INFINITI,87009,Gasoline,Automatic,Grey,Black,None reported,Yes,17800,9,325.0,3.7,6.0
2447,Chevrolet,170443,Unknown,Automatic,Red,Other,Accident reported,Yes,6000,30,,,
